,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,Lat,Lng,Google Addresses,Postal Codes
4430,BAR,Beer Station,2.6,9,"Bloor Street West, The Annex","549 Bloor Street West, Toronto","Bar Food, American",55,43.6651903,-79.41019159999999,"549 Bloor St W, Toronto, ON M5S 1Y6, Canada",M5S
4431,CLUB,The Midpoint,3.5,7,West Queen West,"1180 Queen Street West, Toronto M6J 1J5",Bar Food,50,43.6429047,-79.4257561,"1180 Queen St W, Toronto, ON M6J 1J4, Canada",M6J
4432,QUICK BITES,City Fried Chicken & Pizza,3.4,7,"Danforth Avenue, The Danforth","990 Danforth Avenue, Toronto","Pizza, Fast Food",25,43.6804889,-79.3375786,"990 Danforth Ave, Toronto, ON M4J 1L9, Canada",M4J
4433,CAFÉ,Little Hut Cafe,3.6,10,"Bloor Street West, Yorkville","Cumberland Terrace, 2 Bloor Street West, Toronto M4W 3R3",Cafe,20,43.67035480000001,-79.38714619999999,"2 Bloor St W, Toronto, ON M4W 3E2, Canada",M4W
4434,FOOD COURT,Manhattan's,2.8,9,The PATH,"Bay Adelaide Centre, 333 Bay Street, The PATH, Toronto","Burger, Fast Food",25,43.6503406,-79.38052069999999,"333 Bay St Suite 1700, Toronto, ON M5H 2R2, Canada",M5H
4435,CASUAL DINING,The Owl Of Minerva,3.1,4,"Steeles Avenue East, Scarborough","4733 Steeles Avenue E, Unit 2, Scarborough M1V 4S5",Korean,25,43.824704,-79.30055999999999,"2-4733 Steeles Ave E, Scarborough, ON M1V 4S5, Canada",M1V
4436,CASUAL DINING,Fairview Seafood Chinese Cuisine,3.1,4,"Sheppard Avenue East, Scarborough","Markham Corners, 5103 Sheppard Avenue East, Unit 12, Scarborough",Chinese,25,43.7929367,-79.2399085,"5089 Sheppard Ave E, Scarborough, ON M1S 4N8, Canada",M1S
4437,CASUAL DINING,Roti Shop,3.7,7,"Kennedy Road South, Brampton","83 Kennedy Road South, Brampton L6W 3P3",Caribbean,30,43.68841920000001,-79.74073229999999,"83 Kennedy Rd S, Brampton, ON L6W 3E7, Canada",L6W
4438,BAR,Konrad Lounge,3.0,8,"Lake Shore Boulevard West, Etobicoke","2902 Lake Shore Boulevard, Etobicoke M8V 1J4",Bar Food,45,43.6011397,-79.5043787,"2902 Lake Shore Blvd W, Etobicoke, ON M8V 1J4, Canada",M8V
4439,CLUB,Bar 244,2.9,4,"Adelaide Street West, Entertainment District","244 Adelaide Street West, Toronto M5H 1Y3",Drinks Only,50,43.6483681,-79.3891186,"244 Adelaide St W, Toronto, ON M5H 1X6, Canada",M5H
4440,CASUAL DINING,By Mongiovi,3.3,7,"Chrislea Road, Woodbridge","688 Chrislea Road, Vaughan","Italian, Spanish",60,43.8070308,-79.54726029999999,"688 Chrislea Rd, Woodbridge, ON L4L 8K9, Canada",L4L
4441,BAR,Crown & Tiger,3.6,13,"College Street, Harbord Village","414 College Street, Toronto",Bar Food,40,43.656823,-79.406764,"414 College St, Toronto, ON M5T 1T3, Canada",M5T
4442,CASUAL DINING,Amantra Food Fusion,3.6,8,Mississauga,"200 Queen Street South, Mississauga L5M 1L3","North Indian, Continental, Fast Food",30,43.5811858,-79.7136573,"200 Queen St S, Mississauga, ON L5M 1L3, Canada",L5M
4443,CASUAL DINING,Schooner Fish & Chips,3.7,8,Clarington,"1337 East King Street, Clarington",Fish and Chips,45,43.9060791,-78.8142641,"1337 King St E, Oshawa, ON L1H 1J2, Canada",L1H
4444,CAFÉ,Turtle Pizza & Wing,3.3,7,"Kingston Road, Scarborough","3452 Kingston Road, Scarborough M1M 1R5","Cafe, Pizza",15,43.7382445,-79.2184817,"3452 Kingston Rd, Scarborough, ON M1M 1R5, Canada",M1M
4445,CASUAL DINING,Yummy Garden,3.4,4,"Victoria Park Avenue, Bermondsey","1468 Victoria Park Avenue, Bermondsey","Thai, Indian, Hakka Chinese, Asian",50,43.7223452,-79.30229349999999,"1468 Victoria Park Ave, North York, ON M4A 2M2, Canada",M4A
4446,CAFÉ,Delimark Cafe's,3.1,8,North York,"895 Don Mills Road, Toronto",Cafe,15,43.7271821,-79.3396028,"895 Don Mills Rd, North York, ON M3C 1W3, Canada",M3C
4447,CASUAL DINING,Beyti,2.9,5,"Dundas Street East, Mississauga","1650 Dundas Street East, Mississauga",Middle Eastern,25,43.614228,-79.576674,"1650 Dundas St E, Mississauga, ON L4X 2Z3, Canada",L4X
4448,QUICK BITES,Richmond Hill Italian Pizza House,2.1,12,"Yonge Street, Richmond Hill","Upper Yonge Place, 10909 Yonge Street, Unit 7, Richmond Hill",Pizza,30,43.8941571,-79.44042879999999,"10909 Yonge St, Richmond Hill, ON L4C 3E3, Canada",L4C
4449,QUICK BITES,Cho Cho Cho,3.5,8,"Saint Clair Avenue West, Hillcrest","863 St. Clair Avenue West, Toronto","Chinese, Asian",30,43.6798882,-79.43292970000002,"863 St Clair Ave W, Toronto, ON M6C 1C4, Canada",M6C
4450,QUICK BITES,Chinese Wok,3.6,5,"Winston Churchill Boulevard, Mississauga","3050 Artesian Drive, Mississauga","Hakka Chinese, Chinese, Asian",25,43.5453645,-79.7146617,"3050 Artesian Dr, Mississauga, ON L5M 7P5, Canada",L5M
4451,QUICK BITES,Stouffville Fish & Chips,3.5,6,Whitchurch-Stouffville,"5758 Main Street, Whitchurch-Stouffville","Seafood, Fish and Chips",30,43.9681917,-79.2640657,"5758 Main St, Whitchurch-Stouffville, ON L4A 2T1, Canada",L4A
4452,QUICK BITES,Berries and Blooms,3.5,9,"Keele Street, North York","York University, York Lanes 4700 Keele Street, North York M3J 1P3",Deli,20,43.7742498,-79.501611,"80 York Blvd, North York, ON M3J, Canada",M3J
4453,CASUAL DINING,Spinello,3.5,8,"Rowntree Dairy Road, Woodbridge","129 Rowntree Dairy Road, Vaughn",Italian,55,43.7858571,-79.5518266,"129 Rowntree Dairy Rd, Woodbridge, ON L4L 6C9, Canada",L4L
4454,BAR,The Consort Bar - The Omni King Edward Hotel,3.3,8,"King Street East, St. Lawrence","The Omni King Edward Hotel, 37 King Street East, Toronto","Canadian, Tapas",120,43.649393,-79.376279,"37 King St E, Toronto, ON M5C 1E9, Canada",M5C
4455,QUICK BITES,Kings Wok,3.1,8,Ajax,"1 Rossland Road, Unit 14, Ajax",Chinese,30,43.87887180000001,-79.02752339999999,"14-1 Rossland Rd W, Ajax, ON L1T 4J9, Canada",L1T
4456,CAFÉ,Country Style,3.3,5,"Yonge Street, Richmond Hill","9218 Yonge Street, Richmond Hill",Cafe,20,43.85211049999999,-79.4336869,"9218 Yonge St, Richmond Hill, ON L4C 7A2, Canada",L4C
4457,CASUAL DINING,Junction Local,3.1,4,The Junction,"3076 Dundas Street W , Toronto, ON M6P 1Z8","Fusion, BBQ, Tapas",40,43.6656719,-79.4724118,"3076 Dundas St W, Toronto, ON M6P 1Z8, Canada",M6P
4458,FOOD COURT,Mr. Souvlaki,3.7,12,"King Street West, Financial District","145 King Street West, The PATH, Toronto","Greek, Fast Food",20,43.6474734,-79.3839517,"145 King St W, Toronto, ON M5H 1J8, Canada",M5H
4459,CASUAL DINING,Smashburger,3.6,6,Mississauga,6301 Silver Dart Drive L5P 1B2,"Burger, Fast Food",15,43.6771413,-79.6333674,"6301 Silver Dart Dr, Mississauga, ON L5P 1B2, Canada",L5P
4460,CAFÉ,Ned's Cafe,3.6,10,"University of Toronto, Discovery District","University of Toronto - Goldring Student Centre, 150 Charles Street West, Toronto M5S 1K7",Cafe,20,43.6676484,-79.39251639999999,"150 Charles St W, Toronto, ON M5S 1K9, Canada",M5S
4461,QUICK BITES,Zagtoba,3.5,4,"Dixie Road, Mississauga","2555 Dixie Road, Mississauga L4Y 4C4","Polish, Deli",25,43.6088712,-79.5822045,"2555 Dixie Rd, Mississauga, ON L4Y 4C4, Canada",L4Y
4462,BAR,Grizzly's Bar & Grill,3.6,4,"Brock Road, Pickering","985 Brock Road South, Pickering",Bar Food,35,43.8328136,-79.06675650000001,"985 Brock Rd, Pickering, ON L1W 3A4, Canada",L1W
4463,CAFÉ,Music Garden Cafe,3.2,10,"Queens Quay West, Fort York","466 Queens Quay West, Toronto",Cafe,25,43.6376269,-79.393259,"466 Queens Quay W, Toronto, ON M5V 2Y3, Canada",M5V
4464,QUICK BITES,Kabalen,3.2,7,"Bathurst Street, North York","3778 Bathurst Street, North York M3H 3M6",Filipino,30,43.7381063,-79.4345546,"3778 Bathurst St, North York, ON M3H 3M6, Canada",M3H
4465,CAFÉ,The Victorian Garden Tea Room,3.6,5,"Burnhamthorpe Road, Etobicoke","313 Burnhamthorpe Road, Etobicoke","Tea, British",15,43.6489284,-79.5492245,"313 Burnhamthorpe Rd, Etobicoke, ON M9B 2A2, Canada",M9B
4466,CASUAL DINING,Bistro On King - One King West Hotel & Residence,3.5,9,"King Street West, Financial District","One King West Hotel & Residence, 1 King Street West, Toronto",Canadian,80,43.6488726,-79.37807219999999,"1 King St W, Toronto, ON M5H 1A1, Canada",M5H
4467,QUICK BITES,Double D's,2.8,4,Dufferin Grove,"1256 Dundas Street W, Toronto M6J 1X5",Pizza,30,43.64953730000001,-79.4243778,"1256 Dundas St W, Toronto, ON M6J 1X5, Canada",M6J
4468,BAR,Aristotele & McGregor's,3.6,11,"Mount Pleasant Road, Davisville Village","525 Mount Pleasant Road, Toronto M4S 2M4",Bar Food,55,43.7021702,-79.38743749999999,"525 Mt Pleasant Rd, Toronto, ON M4S 2M4, Canada",M4S
4469,CAFÉ,Saryo Cafe,3.2,5,North York,"5051 Yonge St, North York, ON M2N 5P2",Cafe,20,43.7670292,-79.4118349,"5051 Yonge St, North York, ON M2N 5P2, Canada",M2N
4470,CAFÉ,Cafe D'Oro,3.5,7,"Kennedy Road, Mississauga","6660 Kennedy Road, Mississauga","Italian, Cafe",40,43.6489019,-79.68730699999999,"6660 Kennedy Rd, Mississauga, ON L5T 2M9, Canada",L5T
4471,QUICK BITES,Makkah Restaurant,3.5,8,"Danforth Avenue, East Danforth","2980 Danforth Avenue, Toronto M4J 1M2",Bangladeshi,25,43.6905574,-79.2918705,"2980 Danforth Ave, East York, ON M4C 1M6, Canada",M4C
4472,CASUAL DINING,The Golden Pheasant,3.9,10,"Lakeshore Road East, Mississauga","733 Lakeshore Road East, Mississauga L5G 1J7","Eastern European, Burger",50,43.5707899,-79.565634,"733 Lakeshore Rd E, Mississauga, ON L5G 1J7, Canada",L5G
4473,CASUAL DINING,Route 401 Diner,3.2,8,"Ronson Drive, Etobicoke","2 Ronson Drive, Etobicoke","American, Diner",25,43.700963,-79.562493,"2 Ronson Dr, Etobicoke, ON M9W 4J1, Canada",M9W
4474,CASUAL DINING,Rosticcera Dolce E Salato,3.5,8,Woodbridge,"8611 Weston Road, Unit 12, Vaughan",Italian,35,43.8109022,-79.55156319999999,"12-8611 Weston Rd, Woodbridge, ON L4L 9P1, Canada",L4L
4475,QUICK BITES,Agra Sweets and Tandoori,3.0,5,"Chinguacousy Road, Brampton","10671 Chinguacousy Road, Brampton L7A 0N5",Indian,25,43.6989887,-79.82271449999999,"10671 Chinguacousy Rd, Brampton, ON L7A 3E9, Canada",L7A
4476,CASUAL DINING,Dragon House,2.9,7,"Sheppard Avenue East, North York","243 Sheppard Avenue East, North York M2N 3A8","Chinese, Asian",35,43.764466,-79.396091,"243 Sheppard Ave E, North York, ON M2N 3A8, Canada",M2N
4477,QUICK BITES,Olly Fresco's,3.2,4,"Bay Street, Financial District","Royal Bank Plaza, 200 Bay Street, Toronto M5J2J3","Deli, Sandwich, Mediterranean, Italian",30,43.6467995,-79.38069019999999,"200 Bay St, Toronto, ON M5J 2J2, Canada",M5J
4478,DESSERT PARLOR,Baklawa King,3.5,7,"Dundas Street East, Mississauga","1590 Dundas Street East, Mississauga L4X 2Z2","Middle Eastern, Desserts",20,43.6135163,-79.5778153,"1590 Dundas St E, Mississauga, ON L4X 2Z2, Canada",L4X
4479,BAKERY,Athena Bakery,3.3,4,"Danforth Avenue, The Danforth","598 Danforth Avenue, Toronto","Bakery, Greek",15,43.6787757,-79.34643969999999,"598 Danforth Ave, Toronto, ON M4K 3N8, Canada",M4K
4480,QUICK BITES,Sultan Express,3.5,6,"Dundas Street West, Mississauga","1100 Dundas Street W, Unit 5, Mississauga L5C 1C4",Middle Eastern,30,43.5566868,-79.6426666,"5-1100 Dundas St W, Mississauga, ON L5C 0A2, Canada",L5C
4481,CASUAL DINING,Brookelynn Bistro,3.2,4,"Keele Street, Vaughan","Maplewood Plaza, 9300 Keele Street, Suite 6 L6A 1P4","Canadian, Bar Food",25,43.8379285,-79.5092717,"6-9300 Keele St, Maple, ON L6A 1P4, Canada",L6A
4482,FOOD COURT,Tsui Xiang Tsuen,3.0,6,"Dundas Street East, Mississauga","Mississauga Chinese Centre, Food Court, 888 Dundas Street East, Mississauga",Chinese,25,43.598094,-79.59452619999999,"888 Dundas St E, Mississauga, ON L4Y 4G6, Canada",L4Y
4483,FOOD COURT,Original Congee,3.4,6,"Steeles Avenue East, Scarborough","5661 Steeles Avenue East, Inside T&T Supermarket, Scarborough","Fast Food, Chinese, Asian",15,43.8315743,-79.264457,"5661 Steeles Ave E, Scarborough, ON M1V 5P6, Canada",M1V
4484,QUICK BITES,River Towne Deli,3.2,6,"Queen Street East, Corktown","510 Queen Street East, Toronto","Indian, Breakfast",30,43.6570353,-79.3585676,"510 Queen St E, Toronto, ON M5A 1V2, Canada",M5A
4485,CASUAL DINING,Riverside Grill,3.9,9,"Queen Street North, Caledon","65 Queen St N, Caledon L7E1G3","Greek, Seafood",20,43.8808576,-79.7397465,"65 Queen St N, Bolton, ON L7E 1C1, Canada",L7E
4486,BAR,Boutique Bar,3.4,8,"Church Street, Church And Wellesley","506 Church Street, Toronto M4Y 2C8","European, Bar Food",60,43.6641179,-79.3805867,"506 Church St, Toronto, ON M4Y 2C8, Canada",M4Y
4487,BAR,Cameron House,3.2,6,"Queen Street West, Kensington-Chinatown","408 Queen Street West, Toronto M5V 2A7",Drinks Only,30,43.6487522,-79.3976362,"408 Queen St W, Toronto, ON M5V 2A7, Canada",M5V
4488,QUICK BITES,St. Jamestown Delicatessen,3.8,10,"Parliament Street, Cabbagetown","518 Parliament Street, Toronto","Deli, Sandwich",25,43.665722,-79.3687174,"518 Parliament St, Toronto, ON M4X 1P4, Canada",M4X
4489,QUICK BITES,Sultan Shawarma & Falafel,3.0,10,"Danforth Avenue, East Danforth","2558 Danforth Avenue, Toronto M4C 4X6",Middle Eastern,20,43.6884307,-79.3017577,"2558 Danforth Ave, Toronto, ON M4C 4X6, Canada",M4C
4490,CASUAL DINING,Tianjin Dumplings,3.3,5,"Sheppard Avenue East, Scarborough","4192 Sheppard Avenue East, Scarborough M1S 1T3",Northern Chinese,25,43.785509,-79.27960019999999,"4192 Sheppard Ave E, Scarborough, ON M1S 1T3, Canada",M1S
4491,CASUAL DINING,Canadiana,2.8,11,"Dundas Street West, Etobicoke","6 Points Plaza, 5230 Dundas Street West, Etobicoke M9B1A8",Canadian,50,43.640083,-79.5380955,"5230 Dundas St W, Etobicoke, ON M9B 1A8, Canada",M9B
4492,CASUAL DINING,Co-China Manila,3.4,6,"Lawrence Avenue East, Scarborough","1840 Lawrence Avenue East, Scarborough M1R 2Y1",Filipino,25,43.7437612,-79.3043856,"1840 Lawrence Ave E, Scarborough, ON M1R 2Y4, Canada",M1R
4493,CASUAL DINING,Nodo Hillcrest,3.8,4,Hillcrest,794 St Clair Avenue W M6C 1B6,Italian,25,43.6810114,-79.429802,"794 St Clair Ave W, Toronto, ON M6C 1B6, Canada",M6C
4494,CASUAL DINING,The Crooked Uncle,3.8,5,Oshawa,"1180 Simcoe Street North, Oshawa",Canadian,50,43.9286219,-78.8776735,"1180 Simcoe St N, Oshawa, ON L1G 4W8, Canada",L1G
4495,QUICK BITES,Sido Shawarma,3.0,9,"Dixon Road, Etobicoke","936 Dixon Road, Etobicoke","Middle Eastern, Fast Food",20,43.68707209999999,-79.5978943,"936 Dixon Rd, Etobicoke, ON M9W 1J9, Canada",M9W
4496,CASUAL DINING,Maybes Restaurant,3.3,7,"Redpath Avenue, Yonge & Eglinton",188 Eglinton Avenue East M4P 1K2,Lebanese,25,43.708324,-79.3927485,"188 Eglinton Ave E, Toronto, ON M4P 2X7, Canada",M4P
4497,DESSERT PARLOR,Cupid's Gourmet Bakery,2.7,6,"Upper Middle Road East, Oakville","Upper Oakville Shopping Cenre, 1011 Upper Middle Road , Oakville","Bakery, Desserts",15,43.4833825,-79.6950687,"1011 Upper Middle Rd E, Oakville, ON L6H 4L2, Canada",L6H
4498,BAKERY,Patricia's Cake Creations,3.7,7,"Dundas Street West, Etobicoke","4130 Dundas Street West, Etobicoke M8X 1X3","Bakery, Desserts",15,43.6619349,-79.507846,"4130 Dundas St W, Etobicoke, ON M8X 1X3, Canada",M8X
4499,CAFÉ,Field Trip Cafe,3.1,4,"1000 Bloor St West, Dovercourt Park","3 Westmoreland Avenue, Toronto",Cafe,20,43.6613177,-79.43036769999999,"3 Westmoreland Ave, Toronto, ON M6H 1L8, Canada",M6H
4500,CASUAL DINING,The Mill Bar and Grill,2.8,4,Markham,"139 Main Street Unionville, Markham",Bar Food,70,43.8654108,-79.3101571,"139 Main St Unionville, Unionville, ON L3R 2G6, Canada",L3R
4501,CASUAL DINING,Saigon Express,3.2,8,"Don Mills Road East, North York","Peanut Plaza, 3070 Don Mills Road, North York","Vietnamese, Thai, Asian",20,43.785794,-79.352104,"3070 Don Mills Rd E, North York, ON M2J 3B6, Canada",M2J
4502,CASUAL DINING,Maurya East Indian Roti,3.0,6,Fort York,150 East Liberty Street. M6K 3R5,Indian,25,43.6387639,-79.4162418,"150 E Liberty St, Toronto, ON M6K 3R5, Canada",M6K
4503,CASUAL DINING,Lhasa Kitchen,2.9,5,"Queen Street West, Parkdale","1422 Queen Street West, Toronto",Tibetan,35,43.6410601,-79.4350453,"1422 Queen St W, Toronto, ON M6K 1L9, Canada",M6K
4504,CASUAL DINING,Bite Me Grill,2.7,11,"Danforth Avenue, The Danforth","730 Danforth Avenue, Toronto M4J 1L5","American, Grill",35,43.6795365,-79.3429082,"730 Danforth Ave, Toronto, ON M4J 1L5, Canada",M4J
4505,CASUAL DINING,Raffaele's Cantina,3.7,6,"King Road, Nobleton","5975 King Road, Nobleton L0G 1N0","Italian, Pizza",40,43.9020444,-79.6523376,"5975 King Rd, Nobleton, ON L0G 1N0, Canada",L0G
4506,QUICK BITES,Greek Stop,3.1,7,"Courtneypark Drive East, Mississauga","90 Courtneypark Drive, E Unit 3, Mississauga L5T 2Y3",Greek,25,43.6372916,-79.6919234,"3-90 Courtneypark Dr E, Mississauga, ON L5T 2Y3, Canada",L5T
4507,CASUAL DINING,Porcello Cantina,2.9,5,"Hawkview Boulevard, Woodbridge",125 Hawkview Boulevard L4H 2E2,Italian,30,43.82847659999999,-79.5522199,"125 Hawkview Blvd, Woodbridge, ON L4H 2E2, Canada",L4H
4508,QUICK BITES,Green Mango Boys,3.1,6,"The East Mall, Etobicoke","Cloverdale Mall, Lower Level, 250 The East Mall, Etobicoke M9B 3Y8","Vietnamese, Asian",25,43.6314496,-79.5556508,"250 The East Mall, Etobicoke, ON M9B 3Y8, Canada",M9B
4509,CASUAL DINING,Huibing Restaurant,3.4,6,"Spadina Avenue, Kensington-Chinatown","440 Spadina Avenue, Toronto M5T 2G8",Northern Chinese,30,43.6569458,-79.40020319999999,"440 Spadina Ave, Toronto, ON M5T 2G8, Canada",M5T
4510,DESSERT PARLOR,O&B Artisan,3.5,10,"Yonge Street, Financial District","Hudson's Bay Company, Lower Level, 176 Yonge Street, Toronto M5B1S6",Desserts,50,43.65103269999999,-79.3803887,"176 Yonge Street, for CURBSIDE PICKUP, 37 Richmond St W, Toronto, ON M5C 2L7, Canada",M5C
4511,CASUAL DINING,Butlers Pub and Grill,3.4,4,Whitby,"995 Myrtle Road West, Whitby",Canadian,80,43.9976772,-79.0093134,"995 Myrtle Rd W, Whitby, ON L0B, Canada",L0B
4512,CASUAL DINING,Clarkson Fish & Chips,3.5,5,"Lakeshore Road West, Mississauga","1848 Lakeshore Road West, Mississauga L5J 1J7","Fish and Chips, Seafood",30,43.5149203,-79.6249833,"1848 Lakeshore Rd W, Mississauga, ON L5J 1J7, Canada",L5J
4513,CASUAL DINING,Ray's Third Generation,3.7,7,Caledon,"1475 Queen Street, Caledon",Canadian,30,43.8597635,-80.0692505,"1475 Queen St W, Alton, ON L7K 0E4, Canada",L7K
4514,CLUB,Virgin Mobile Mod Club,2.9,10,"College Street, Little Italy","722 College Street, Toronto M6G 1C2",Drinks Only,50,43.6553528,-79.4194363,"722 College St, Toronto, ON M6G 1C2, Canada",M6G
4515,FOOD COURT,Koya Japan,2.9,10,"King Street West, Entertainment District","Exchange Tower, 130 King Street West, The PATH, Toronto","Fast Food, Japanese, Asian",25,43.648528,-79.38333589999999,"Exchange Tower, 130 King St W, Toronto, ON M5X 2A2, Canada",M5X
4516,QUICK BITES,Charley's Caribbean Cuisine,3.3,5,"Morningside Avenue, Scarborough","Pleasant Corner, 1158 Morningside Avenue, Scarborough M1B 3A4",Caribbean,35,43.8004984,-79.1994722,"1150-1176 Morningside Ave, Scarborough, ON M1B 3A4, Canada",M1B
4517,CASUAL DINING,Charcoal and Salt,2.7,5,"Yonge Street, North York","5523 Yonge Street, North York","BBQ, Korean, Asian",40,43.7784072,-79.4149406,"5523 Yonge St, North York, ON M2N 5S3, Canada",M2N
4518,CLUB,ACE,3.4,11,"Adelaide Street West, Fashion District","425 Adelaide Street West, Toronto M5V 2B5",Drinks Only,45,43.6460984,-79.39774059999999,"425 Adelaide St W, Toronto, ON M5V 3C1, Canada",M5V
4519,CASUAL DINING,Wok Stop,3.4,6,"Morningside Avenue, Scarborough","271 Morningside Avenue, Scarborough M1E 3G1","Chinese, Thai",25,43.7714968,-79.1869043,"271 Morningside Ave, Scarborough, ON M1E 3G1, Canada",M1E
4520,DESSERT PARLOR,The Candy Bar,3.5,4,"College Street, Dufferin Grove","849 College Street, Toronto M6H 1A1",Desserts,15,43.6540844,-79.42315529999999,"849 College St, Toronto, ON M6H 1A1, Canada",M6H
4521,CASUAL DINING,Kum Kang San,3.2,8,North York,"Unit 124-126, 5050 Dufferin Street, North York M3H 5T5","Japanese, Korean, Asian",60,43.7835413,-79.4708479,"5050 Dufferin St UNIT 124, Toronto, ON M3H 5T5, Canada",M3H
4522,CASUAL DINING,Tosto Quickfire Pizza Pasta,3.3,4,"Jacob Keffer Parkway, Vaughan","11 Jacob Keffer Parkway, Concord L4K 5N8","Italian, Pizza",25,43.8365361,-79.5053478,"11 Jacob Keffer Pkwy, Concord, ON L4K 5N8, Canada",L4K
4523,CASUAL DINING,Ciao Europa Cafe,3.1,5,"Western Battery Road, Liberty Village",80 Western Battery Road,"Cafe, Pizza",35,43.6396224,-79.41460510000002,"80 Western Battery Rd, Toronto, ON M6K 3S1, Canada",M6K
4524,FOOD COURT,Sea Star,3.2,7,"South Gateway Road, Mississauga","Dixie Park Centre, 1550 South Gateway Road","Hong Kong Style, Chinese",15,43.63222649999999,-79.6143475,"207, 1550 S Gateway Rd #207, Mississauga, ON L4W 5G6, Canada",L4W
4525,QUICK BITES,Pizza Club,3.7,7,Burlington,"650 Plains Road East, Burlington","Pizza, Fast Food",30,43.3224661,-79.8304591,"650 Plains Rd E, Burlington, ON L7T 2E9, Canada",L7T
4526,BAR,The Brunswick House,2.2,10,Harbord Village,"481 Bloor Street West, Toronto M5S 1X9",Drinks Only,40,43.6657024,-79.4070964,"481 Bloor St W, Toronto, ON M5S 1X9, Canada",M5S
4527,CASUAL DINING,King's Buffet,2.8,8,Oshawa,"600 Grandview Street South, Oshawa, GTA L1H8P4","Chinese, Canadian",13,43.8905395,-78.8145493,"600 Grandview St S, Oshawa, ON L1H 8P4, Canada",L1H
4528,CASUAL DINING,The Buttery Restaurant,3.6,10,Newmarket,"17565 Yonge Street, Newmarket",European,80,44.0563639,-79.4797949,"17565 Yonge St, Newmarket, ON L3Y 5H6, Canada",L3Y
4529,FOOD COURT,Aura Sushi,2.7,11,"Yonge Street, Downtown Yonge","The Shops At Aura, 384 Yonge Street, The PATH, Toronto","Sushi, Japanese, Asian",35,43.6593208,-79.3827599,"Aura, 384 Yonge St, Toronto, ON M5G 2K2, Canada",M5G
4530,QUICK BITES,Mr.Burger,3.2,10,"Bloor Street West, Oshawa","Main 314 Bloor St W, Oshawa","American, Burger, Fast Food",25,43.8780102,-78.8676602,"314 Bloor St W, Oshawa, ON L1J 1R2, Canada",L1J
4531,FOOD COURT,Maxim,3.2,7,"King Street West, Financial District","First Canadian Place, Food Court, 100 King Street West, Toronto M5X 1C8",Fast Food,25,43.6486111,-79.3816667,"100 King St W, Toronto, ON M5X 1A9, Canada",M5X
4532,FOOD COURT,Feta & Olives / Yogen Früz,3.5,11,"Bay Street, Downtown Yonge","Atrium On Bay, 595 Bay Street, The PATH, Toronto M5G 2C2","Fast Food, Mediterranean",25,43.65657969999999,-79.38277599999999,"595 Bay St, Toronto, ON M5G 2C2, Canada",M5G
4533,BAR,Pegasus on Church,2.3,11,"Church Street, Church And Wellesley","489B Church Street, Toronto M4Y2C6",Drinks Only,50,43.66511020000001,-79.3805327,"489b Church St, Toronto, ON M4Y 2C6, Canada",M4Y
4534,FOOD COURT,Bagel & Co.,2.8,8,The PATH,"Richmond Adelaide Centre, 120 Adelaide Street West, The PATH, Toronto","Cafe, Bakery",25,43.6499721,-79.3832232,"120 Adelaide St W, Toronto, ON M5H 1T1, Canada",M5H
4535,BAR,Cafe Stella,3.7,7,"Bloor Street West, Wallace-Emerson","1261 Bloor Street West, Toronto",Bar Food,50,43.6584486,-79.4416846,"1261 Bloor St W, Toronto, ON M6H 1N7, Canada",M6H
4536,CASUAL DINING,Oriental Rice Noodle House,3.3,4,"Warden Avenue, Markham","7060 Warden Avenue c1, Toronto L3R 5V1",Chinese,25,43.8220319,-79.32668079999999,"7060 Warden Ave c1, Markham, ON L3R 5V1, Canada",L3R
4537,QUICK BITES,Greenleafs,2.6,9,"King Street West, Financial District","First Canadian Place, 100 King Street West, The PATH, Toronto",Healthy Food,25,43.6486111,-79.3816667,"100 King St W, Toronto, ON M5X 1A9, Canada",M5X
4538,BAR,The Cage 292,3.3,10,"College Street, Harbord Village","292 College Street, Toronto",Bar Food,55,43.6580162,-79.4014838,"292 College St, Toronto, ON M5T 1R9, Canada",M5T
4539,CASUAL DINING,Mrs. Greek Souvlaki,3.5,4,"Steeles Avenue West, Woodbridge","3850 Steeles Avenue West, Vaughan L4L 6Y6","Greek, Mediterranean",30,43.7712021,-79.5453283,"3850 Steeles Ave W, Woodbridge, ON L4L 4Y6, Canada",L4L
4540,CASUAL DINING,Urban Hakka,3.1,4,Bedford Park,"3305 Yonge Street, Bedford Park, Toronto M4N 2L8","Chinese, Hakka Chinese, Indian, Thai",35,43.7302042,-79.40329229999999,"3305 Yonge St, Toronto, ON M4N 2L8, Canada",M4N
4541,CASUAL DINING,British Style Fish & Chips,3.7,4,"Coxwell Avenue, Leslieville","73 Coxwell Avenue, Toronto M4L 3B1",Fish and Chips,25,43.6686238,-79.3172737,"73 Coxwell Ave, Toronto, ON M4L 3B1, Canada",M4L
4542,CASUAL DINING,East Gate,3.2,9,"Kingston Road, Scarborough",2268 Kingston Road,"Chinese, Asian",30,43.7051168,-79.25241869999999,"2268 Kingston Rd, Scarborough, ON M1N 1T6, Canada",M1N
4543,CASUAL DINING,Torbram Restaurant,3.1,6,Mississauga,"7270 Torbram Road, Mississauga",Diner,30,43.6991751,-79.6611744,"7270 Torbram Rd, Mississauga, ON L4T 3Y7, Canada",L4T
